delta_power,delta_power_abs,power_before_mean,power_before_std,steady_state_mean,steady_state_std,steady_state_max,steady_state_min,rise_time_seconds,time_of_day_hour,is_nighttime,direction,label
70.9843997884717,70.9843997884717,558.0483870967741,14.680687335583483,629.0327868852459,8.280433187369596,653.0,617.0,0,13,0,1,Washer_Dryer
11.358011634056083,11.358011634056083,1810.8387096774193,43.11697018900527,1822.1967213114754,107.47074325479332,1947.0,1627.0,28,13,0,0,Fridge
237.42517186673695,237.42517186673695,2249.935483870968,206.11435911226093,2487.3606557377047,199.05795075696636,2727.0,2146.0,0,13,0,1,Freezer
63.48281332628238,63.48281332628238,230.4516129032258,14.280146380382845,293.9344262295082,3.1404291238566766,298.0,286.0,0,14,0,1,Washer_Dryer
-234.26388154415656,234.26388154415656,941.9032258064516,27.300005908069785,707.639344262295,80.0789262304978,819.0,550.0,60,14,0,0,Fridge
30.321523003701714,30.321523003701714,278.61290322580646,9.773015295035062,308.9344262295082,13.280146651372764,331.0,296.0,0,16,0,1,Fridge
51.83500793231099,51.83500793231099,656.9354838709677,9.68825916206817,708.7704918032787,2.465721277996568,713.0,706.0,0,21,0,1,Freezer
-61.16499206768901,61.16499206768901,683.9354838709677,11.47442223344591,622.7704918032787,2.6857242513144124,627.0,620.0,60,21,0,0,Washer_Dryer
51.53675304071919,51.53675304071919,592.741935483871,9.528790556118105,644.2786885245902,2.4774391855367077,649.0,643.0,0,22,1,1,Freezer
58.28344791115808,58.28344791115808,450.2903225806452,11.381838013218243,508.57377049180326,3.0954752806499286,513.0,503.0,0,22,1,1,Washer_Dryer
70.48122686409309,70.48122686409309,190.3548387096774,13.862535571572694,260.8360655737705,3.362441215688648,265.0,257.0,0,0,1,1,Washer_Dryer
47.85298783712321,47.85298783712321,194.03225806451613,8.890008890013336,241.88524590163934,2.114224528093281,245.0,240.0,0,2,1,1,Freezer
63.019037546271846,63.019037546271846,197.16129032258064,14.825871023751125,260.1803278688525,9.797122361049546,277.0,253.0,0,4,1,1,Fridge
154.46095540278512,154.46095540278512,232.78494623655914,101.81732183223839,387.24590163934425,226.97407994974802,781.3333333333334,253.0,0,5,1,1,Freezer
743.9595452141723,743.9595452141723,261.03225806451616,220.79409470831533,1004.9918032786885,542.7908244419398,1548.0,197.0,0,6,1,1,Fridge
-150.88815441565316,150.88815441565316,863.3225806451613,597.1427739436509,712.4344262295082,556.2777069909255,1548.0,197.0,60,6,1,0,Fridge
605.5142781597038,605.5142781597038,539.3709677419355,361.0651134200482,1144.8852459016393,571.892475277205,1548.0,196.0,0,6,1,1,Washer_Dryer
-325.24828133262815,325.24828133262815,1150.8548387096773,403.91261830475963,825.6065573770492,622.7762380044303,1481.0,196.0,60,6,1,0,Washer_Dryer
54.28794288736117,54.28794288736117,371.06451612903226,9.48660629122613,425.3524590163934,2.950062516703505,430.0,422.0,0,7,0,1,Freezer
77.544156530936,77.544156530936,217.19354838709677,15.400041893533297,294.73770491803276,2.379787380868736,298.0,292.0,0,8,0,1,Washer_Dryer
246.2596509783184,246.2596509783184,1073.8387096774193,253.27417249220835,1320.0983606557377,607.2783739746277,1864.0,385.0,0,8,0,1,Freezer
72.20782654680056,72.20782654680056,1302.6774193548388,11.205317478097006,1374.8852459016393,13.297992781689194,1395.0,1357.0,13,9,0,1,Washer_Dryer
-605.8027498677948,605.8027498677948,1660.032258064516,176.81015880900202,1054.2295081967213,493.6311508755846,1668.0,420.0,60,10,0,0,Freezer
71.54257006874673,71.54257006874673,1209.0967741935483,480.277583267476,1280.639344262295,501.015869102862,1668.0,420.0,0,10,0,1,Freezer
-473.65309360126935,473.65309360126935,1756.1612903225807,31.738616619919593,1282.5081967213114,533.5131245792934,1843.0,368.0,60,10,0,1,Fridge
46.489687995769486,46.489687995769486,688.8709677419355,15.928469136494508,735.360655737705,72.73537259291044,821.0,621.0,0,10,0,1,Freezer
12.166049709148638,12.166049709148638,712.1290322580645,39.121811423197904,724.2950819672132,74.31562066894037,821.0,621.0,0,10,0,1,Freezer
-24.53807509254358,24.53807509254358,525.6774193548387,32.72958610266272,501.1393442622951,46.962053045299335,548.0,426.0,60,10,0,0,Washer_Dryer
1005.0502379693285,1005.0502379693285,372.06451612903226,20.457982115987505,1377.1147540983607,500.2434773308112,1988.0,450.0,33,10,0,1,Computer
810.2617662612374,810.2617662612374,722.9677419354839,382.14268573147456,1533.2295081967213,459.66420328476823,1988.0,772.0,18,10,0,0,Computer
-1214.0052882072978,1214.0052882072978,1808.6774193548388,297.99993144258434,594.672131147541,634.6825051764458,1695.0,209.0,60,10,0,0,Computer
-1565.9854574299313,1565.9854574299313,1795.8870967741937,293.18747442769507,229.9016393442623,39.40450689876002,427.5,209.0,60,10,0,0,Computer
629.7340031729244,629.7340031729244,233.7741935483871,56.568960674807855,863.5081967213115,538.3347045271748,1577.0,219.0,15,10,0,1,Computer
389.641988365944,389.641988365944,396.16129032258067,214.28767218767604,785.8032786885246,601.235916527285,1577.0,211.0,0,10,0,1,Computer
1075.304600740349,1075.304600740349,258.5806451612903,195.05807241153397,1333.8852459016393,222.25579095272604,1438.0,522.0,0,10,0,1,Computer
516.4399788471707,516.4399788471707,719.8387096774194,551.5310868708548,1236.27868852459,300.1659058558306,1438.0,522.0,0,10,0,1,Computer
-385.4288736118456,385.4288736118456,1429.8387096774193,11.792926620630261,1044.4098360655737,271.6643380502969,1376.0,522.0,60,10,0,0,Computer
-65.69962982548918,65.69962982548918,1197.3225806451612,178.32617812999754,1131.622950819672,520.3925814208097,1603.0,312.0,60,10,0,0,Computer
-228.43310417768362,228.43310417768362,1582.5806451612902,16.83206106125725,1354.1475409836066,160.53139216007708,1511.0,1109.0,60,10,0,0,Computer
-189.62771020624018,189.62771020624018,1543.7096774193549,58.95432896086432,1354.0819672131147,160.48377852418264,1512.0,1109.0,60,10,0,0,Computer
-30.684822845055578,30.684822845055578,1402.225806451613,112.97159220424085,1371.5409836065573,158.89300108044324,1512.0,1109.0,60,10,0,0,Computer
177.71866737176106,177.71866737176106,1217.8387096774193,108.87518749289438,1395.5573770491803,122.32777343271422,1512.0,1068.0,0,10,0,1,Computer
162.77525118984659,162.77525118984659,1234.2903225806451,130.7654881963349,1397.0655737704917,122.80551953562717,1512.0,1068.0,0,10,0,1,Computer
-143.02802749867783,143.02802749867783,1491.2903225806451,32.42652571418149,1348.2622950819673,93.72422341446637,1446.0,1068.0,60,10,0,0,Computer
-61.161819143310595,61.161819143310595,1435.1290322580646,93.10808841895668,1373.967213114754,114.52684797506578,1537.0,1068.0,60,10,0,0,Computer
-622.113696456901,622.113696456901,1519.0645161290322,21.82954493932625,896.9508196721312,520.5669161670287,1473.0,225.0,60,10,0,0,Computer
-854.1628767847699,854.1628767847699,1506.0645161290322,36.382170985132234,651.9016393442623,457.5854275403313,1410.0,225.0,60,10,0,0,Computer
-475.13590692755156,475.13590692755156,1044.7096774193549,434.3135728593944,569.5737704918033,429.2532453387858,1315.0,309.0,60,10,0,0,Computer
-565.9447382337389,565.9447382337389,2485.8709677419356,43.717839177681135,1919.9262295081967,347.69024571766914,2291.0,1495.5,60,11,0,0,Computer
-600.5745637228979,600.5745637228979,1886.9516129032259,399.29290324352775,1286.377049180328,615.446969389847,1698.0,215.0,60,11,0,0,Computer
-1061.9814912744582,1061.9814912744582,1662.1290322580646,36.66764417074348,600.1475409836065,600.0467714010737,1576.0,215.0,60,11,0,0,Computer
814.6641988365943,814.6641988365943,617.516129032258,358.08554573525606,1432.1803278688524,830.4849287855203,2384.0,218.0,29,11,0,0,Computer
1261.6329984135377,1261.6329984135377,639.6129032258065,365.66849079636376,1901.2459016393443,597.9892600969158,2419.0,937.0,16,11,0,1,Computer
367.23426758328924,367.23426758328924,1055.2903225806451,75.20868458202908,1422.5245901639344,692.2694948875853,2106.0,252.0,4,11,0,0,Freezer
319.490216816499,319.490216816499,1058.9032258064517,183.1641076264142,1378.3934426229507,743.0321948764744,2106.0,252.0,0,11,0,1,Freezer
-421.22157588577477,421.22157588577477,1439.483870967742,511.38986243163777,1018.2622950819672,771.7511667551778,2106.0,240.0,60,11,0,1,Computer
-1436.8625066102593,1436.8625066102593,1822.3870967741937,417.2254128900711,385.5245901639344,206.46546172482678,868.0,210.0,60,11,0,0,Computer
-1112.4257006874668,1112.4257006874668,1425.032258064516,622.2846874687376,312.60655737704917,154.40803937279568,868.0,210.0,60,11,0,0,Computer
-780.1105235325224,780.1105235325224,1084.258064516129,638.745070052309,304.1475409836066,155.65901152471852,868.0,210.0,60,11,0,0,Computer
-50.80486515071391,50.80486515071391,382.9032258064516,173.68484002904222,332.0983606557377,157.83553728676284,868.0,210.0,60,11,0,0,Computer
45.20571126388154,45.20571126388154,281.5483870967742,35.33443901698683,326.75409836065575,160.73172843153955,868.0,210.0,5,11,0,0,Computer
125.76679005817033,125.76679005817033,288.7741935483871,113.14053493404249,414.5409836065574,305.9866867349238,1365.0,223.0,0,11,0,1,Computer
97.58276044420938,97.58276044420938,349.5483870967742,205.80117244720734,447.1311475409836,372.91355009840356,1365.0,223.0,52,11,0,0,Computer
749.7715494447382,749.7715494447382,358.06451612903226,164.58289410585192,1107.8360655737704,334.3573527593827,1412.0,587.0,0,11,0,1,Computer
-167.43098889476482,167.43098889476482,1229.7096774193549,246.1085388669516,1062.27868852459,327.8872840447634,1415.0,587.0,60,11,0,0,Computer
347.525647805394,347.525647805394,968.0645161290323,410.2476435426023,1315.5901639344263,232.0486570419503,1639.0,907.0,0,11,0,1,Computer
409.997355896351,409.997355896351,966.8387096774194,409.1003215817357,1376.8360655737704,284.4841636089122,1775.0,907.0,0,11,0,0,Computer
537.025912215759,537.025912215759,1192.5806451612902,243.95092050021705,1729.6065573770493,51.558794493446854,1775.0,1639.0,13,11,0,1,Computer
394.0037017451084,394.0037017451084,1358.225806451613,343.36013257971763,1752.2295081967213,21.449470422851125,1775.0,1695.0,5,11,0,1,Computer
267.1131676361713,267.1131676361713,1487.9032258064517,295.79985968429287,1755.016393442623,14.973856999538325,1775.0,1729.0,0,11,0,1,Computer
-311.2432575356954,311.2432575356954,1700.1612903225807,33.47944321937821,1388.9180327868853,323.2111433249152,1707.0,697.0,60,11,0,0,Computer
503.1337916446323,503.1337916446323,1182.1612903225807,337.26578013728715,1685.295081967213,80.81962308381446,1778.0,1491.0,11,11,0,1,Computer
531.4817556848227,531.4817556848227,1179.3870967741937,334.75291160489854,1710.8688524590164,50.23493983601324,1778.0,1579.0,5,11,0,1,Computer
-589.6562665256479,589.6562665256479,1767.967741935484,21.465451110979462,1178.311475409836,491.2984001935961,1681.0,430.0,60,11,0,0,Computer
-533.2411422527762,533.2411422527762,1599.2903225806451,110.54054868339405,1066.049180327869,485.3958668354971,1759.0,430.0,60,11,0,0,Computer
-193.3046007403491,193.3046007403491,1376.4193548387098,215.98113716920565,1183.1147540983607,574.3524788362588,1759.0,430.0,60,11,0,0,Computer
313.63828662083563,313.63828662083563,813.9354838709677,430.75452680800856,1127.5737704918033,650.4235916953502,1759.0,230.0,0,11,0,1,Computer
322.7154944473824,322.7154944473824,664.6451612903226,305.1549932288068,987.360655737705,748.8928056980047,1759.0,230.0,0,11,0,1,Computer
-587.8873611845584,587.8873611845584,1268.8709677419354,450.27708076512795,680.983606557377,652.9974347015277,1759.0,230.0,60,11,0,1,Computer
-918.7731359069275,918.7731359069275,1670.8387096774193,270.8283708395649,752.0655737704918,772.4392288685771,2030.0,230.0,60,11,0,0,Computer
304.7932310946587,304.7932310946587,1362.3870967741937,803.8660617051141,1667.1803278688524,714.228290025832,2120.0,311.0,0,11,0,1,Computer
-410.12850343733476,410.12850343733476,2022.1612903225807,319.5759791530222,1612.032786885246,686.8742234988177,2086.0,311.0,60,11,0,0,Computer
610.5986250661026,610.5986250661026,1316.516129032258,868.8132469435053,1927.1147540983607,134.4684719380539,2121.0,1690.0,0,11,0,1,Computer
67.65573770491801,67.65573770491801,1951.0,26.70205984563738,2018.655737704918,178.52431069240046,2181.0,1690.0,0,11,0,1,Computer
5.029613960867209,5.029613960867209,1991.8064516129032,72.09827522432545,1996.8360655737704,176.30439400157417,2181.0,1690.0,15,11,0,0,Washer_Dryer
27.206768905341278,27.206768905341278,1979.6129032258063,92.7482892634162,2006.8196721311476,175.5932333734913,2181.0,1690.0,12,11,0,0,Washer_Dryer
-6.204653622422029,6.204653622422029,2136.516129032258,46.63537353250351,2130.311475409836,99.74910876520927,2225.0,1965.0,60,11,0,0,Computer
109.78688524590143,109.78688524590143,2069.0,104.74699677476836,2178.7868852459014,33.680417037252944,2225.0,2091.0,4,11,0,1,Computer
120.59227921734555,120.59227921734555,2066.1290322580644,104.03612896024275,2186.72131147541,25.123780996989673,2225.0,2148.0,0,11,0,1,Computer
407.07139079851925,407.07139079851925,730.3548387096774,60.09356503935996,1137.4262295081967,349.84536865194184,1782.0,888.0,45,11,0,1,Freezer
329.79164463246957,329.79164463246957,864.2903225806451,114.02023023668129,1194.0819672131147,337.62125205037904,1782.0,888.0,30,11,0,0,Freezer
-114.37070333157055,114.37070333157055,657.3870967741935,27.888680403053417,543.016393442623,21.960185035102878,574.0,512.0,60,11,0,0,Freezer
154.34690639873088,154.34690639873088,519.1612903225806,18.20457227217666,673.5081967213115,55.198919962507624,774.0,613.0,28,12,0,1,Fridge
1054.3476996298252,1054.3476996298252,1469.7096774193549,924.8466969737341,2524.05737704918,43.748533152615124,2603.0,2458.0,0,12,0,1,Washer_Dryer
-104.93151771549441,104.93151771549441,603.6774193548387,17.036014981550494,498.74590163934425,23.411646487524767,517.0,453.0,60,12,0,0,Freezer
335.6224219989422,335.6224219989422,2001.967741935484,87.59051846365098,2337.590163934426,38.50643974245534,2392.0,2301.0,0,12,0,1,Washer_Dryer
-896.3289264939185,896.3289264939185,2594.935483870968,115.24638403116195,1698.6065573770493,872.1447180884704,2602.0,770.0,60,12,0,0,Freezer
-88.41512427287148,88.41512427287148,880.6774193548387,96.60862180184341,792.2622950819672,106.68831576752662,937.0,662.0,60,13,0,0,Freezer
-125.06716023268109,125.06716023268109,516.9032258064516,91.70981584640026,391.8360655737705,30.130372454755598,427.0,348.0,60,13,0,0,Washer_Dryer
-118.1850872554204,118.1850872554204,289.7096774193548,23.258250935079786,171.52459016393442,3.533678712885715,177.0,166.0,60,13,0,0,Fridge
112.73611845584347,112.73611845584347,179.90322580645162,134.4766038731173,292.6393442622951,320.81323916919257,904.0,125.0,0,13,0,1,Freezer
114.56478053939713,114.56478053939713,167.4516129032258,21.792718523515173,282.0163934426229,4.185259065174216,286.0,275.0,0,14,0,1,Fridge
-84.48677948175569,84.48677948175569,252.80645161290323,17.80902272227706,168.31967213114754,5.326062325086928,173.0,157.0,60,16,0,0,Fridge
53.39450026441034,53.39450026441034,542.0645161290323,10.28894385208695,595.4590163934427,1.2051800763344218,597.0,593.0,0,18,0,1,Freezer
1937.3336858804864,1937.3336858804864,691.3548387096774,553.1843302424667,2628.688524590164,892.0794535051912,3681.0,1848.0,0,18,0,1,Freezer
-180.31782125859309,180.31782125859309,3099.1129032258063,640.3357675167697,2918.7950819672133,853.3587335593843,3837.5,2086.0,60,18,0,1,Washer_Dryer
329.53622421998944,329.53622421998944,1510.7096774193549,865.9142064334235,1840.2459016393443,756.2640115668978,2441.0,666.0,0,19,0,1,Fridge
-51.20042305658376,51.20042305658376,617.7741935483871,9.16409543606407,566.5737704918033,2.201961371092014,569.0,563.0,60,19,0,0,Washer_Dryer
81.34849286092015,81.34849286092015,597.258064516129,109.27792327880793,678.6065573770492,94.59409401728429,1186.0,652.0,0,20,0,1,Fridge
48.829719725013206,48.829719725013206,567.6129032258065,9.735424727440293,616.4426229508197,3.0742185465791385,620.0,613.0,0,21,0,1,Freezer
67.68059227921734,67.68059227921734,226.51612903225808,14.32683023268333,294.1967213114754,7.841810318481202,302.0,284.0,0,23,1,1,Washer_Dryer
69.90269698572183,69.90269698572183,240.06451612903226,17.17931990091763,309.9672131147541,13.19086453208527,332.0,299.0,0,1,1,1,Fridge
-63.39450026441037,63.39450026441037,299.93548387096774,11.494739329713594,236.54098360655738,1.555353877116108,238.0,234.0,60,1,1,0,Washer_Dryer
-133.74563722897938,133.74563722897938,502.51612903225805,9.531949670247375,368.7704918032787,82.32119885801448,553.0,327.0,60,3,1,1,Freezer
-20.094658910629335,20.094658910629335,499.2258064516129,10.436186012841265,479.1311475409836,52.87515970341084,553.0,432.0,60,3,1,0,Washer_Dryer
156.9714436805923,156.9714436805923,243.25806451612902,115.2058932931053,400.2295081967213,278.8345622672235,864.0,235.0,0,7,0,1,Freezer
75.00370174510843,75.00370174510843,221.2258064516129,12.433046495581456,296.2295081967213,6.053630983751132,311.0,288.0,15,8,0,1,Washer_Dryer
-74.14066631411953,74.14066631411953,280.4193548387097,18.559407665742615,206.27868852459017,9.529132782404675,218.0,191.0,60,8,0,0,Fridge
41.97673188789,41.97673188789,171.58064516129033,9.563033666322932,213.55737704918033,4.887141598671403,222.0,209.0,0,9,0,1,Fridge
22.367530407191964,22.367530407191964,208.41935483870967,9.397780566170528,230.78688524590163,24.355091701803936,258.0,201.0,0,9,0,1,Freezer
-75.64780539397142,75.64780539397142,255.48387096774192,9.265962686959679,179.8360655737705,9.194527952118863,206.0,172.0,60,11,0,0,Fridge
